physician_id,specialty_description,state,total_patients,total_prescriptions,total_drug_cost_usd,unique_drugs_prescribed
1734260115,Psychiatry,WV,103,315,41394.07,46
1144503746,Ophthalmology,NY,295,1446,164419.78,28
1351769004,Physical Medicine,HI,385,1349,86728.9,18
1278165076,Obstetrics and Gynecology,NJ,377,1632,316616.57,32
1161557679,Cardiothoracic Surgery,ND,135,570,95669.67,37
1889458889,Oncology,ND,198,970,329334.45,35
1851050984,Ophthalmology,VA,344,850,181943.47,16
1894199663,Oncology,LA,303,1117,424975.78,25
1489137566,Surgery,IN,131,599,37151.76,40
1281218634,Gastroenterology,HI,188,496,50867.01,21
1672608950,Psychiatry,MN,307,794,144856.13,34
1580201106,Psychiatry,OK,310,824,135195.21,26
1793765080,Cardiology,CO,186,888,77125.09,32
1193619024,Surgery,OR,196,512,26478.95,15
1750134068,Infectious Disease,TN,313,1058,184855.13,43
1142689241,Pediatrics,NE,304,608,114172.74,36
1989091756,Vascular Surgery,AR,397,1296,102553.51,19
1612404672,Vascular Surgery,ME,120,247,20930.75,19
1153582130,Family Medicine,WI,343,1376,119493.97,78
1315598983,Gastroenterology,SC,190,469,44405.76,44
1200551789,Neurology,PA,213,711,108090.6,17
1550834148,Cardiology,ND,173,625,93038.36,35
1529469086,Internal Medicine,MT,356,1862,302117.59,33
1608955365,Ophthalmology,FL,300,895,179430.46,37
1111084635,Cardiology,OR,266,744,56558.6,32
1554900661,Neurology,NH,317,1365,614367.92,22
1320746286,Neurosurgery,IL,155,372,54474.61,31
1403991650,Infectious Disease,CO,322,981,187178.42,21
1517781575,Anesthesiology,LA,247,594,96423.94,19
1291853094,Otolaryngology,NM,298,1141,138621.59,41
1907509543,Dermatology,NV,206,981,179276.65,26
1769666668,Dermatology,LA,319,1541,247291.74,36
1207467352,Oncology,OK,325,672,121154.83,46
1765422025,Endocrinology,OR,196,510,78845.99,17
1281140337,Surgery,OK,106,377,33926.72,32
1183504266,Physical Medicine,NY,186,514,52326.52,36
1954838689,Radiology,NC,299,1197,140402.46,5
1277712646,Anesthesiology,ME,374,1231,103169.09,9
1548847292,Gastroenterology,OR,121,360,43250.97,27
1653747656,Ophthalmology,WA,236,524,42996.79,15
1739542236,Obstetrics and Gynecology,IA,356,1801,259115.66,35
1617230874,Family Medicine,LA,389,902,143343.09,45
1444979381,Physical Medicine,PA,108,531,29138.74,29
1612127164,Gastroenterology,CA,234,1018,58521.4,46
1795294431,Nephrology,NE,148,448,53017.04,48
1381238790,Internal Medicine,IN,534,1163,185104.5,35
1682217399,Physical Medicine,NH,279,1415,125172.43,41
1601817355,Pediatrics,UT,298,1383,152987.22,19
1494861038,Rheumatology,MD,144,549,239235.94,17
1164221002,Pediatrics,NH,343,1795,134697.83,22
1111910988,Physical Medicine,ND,257,814,125865.28,50
1513453687,Cardiology,ME,220,719,117150.13,42
1135719308,Obstetrics and Gynecology,AZ,216,965,112548.97,42
1735805629,Oncology,KS,208,435,138793.9,43
1814974518,Radiology,AK,307,1120,188965.02,8
1688403692,Oral Surgery,FL,193,882,99749.31,45
1717010780,Nephrology,LA,141,585,96913.79,43
1645552379,Nephrology,NC,320,1008,126360.06,36
1826120892,Endocrinology,AZ,298,1086,87734.61,41
1319419497,Surgery,UT,93,412,63464.45,47
1911683205,Urology,MT,112,514,49979.76,35
1123522782,Neurosurgery,TX,127,507,35920.87,22
1845680750,Otolaryngology,AR,234,998,133886.85,19
1685259134,Neurosurgery,MT,163,342,37145.69,26
1165704672,Physical Medicine,CA,305,1424,194635.26,15
1609561969,Radiology,PA,397,1040,182568.55,24
1185998255,Rheumatology,OR,374,1966,632439.24,50
1265268687,Ophthalmology,VT,265,1425,300402.75,29
1597840993,Neurology,NJ,103,398,174254.54,34
1755783483,Internal Medicine,HI,507,2056,151445.5,43
1870907221,Infectious Disease,PA,374,1647,246605.76,20
1824315961,Physical Medicine,KS,267,816,161923.01,16
1221284215,Surgery,MN,194,802,90451.18,16
1508431375,Endocrinology,ID,132,549,94937.97,43
1303850875,Cardiology,MS,232,1272,164819.77,32
1349108379,Gastroenterology,NC,242,1041,90362.6,18
1848800417,Pediatrics,VT,138,501,65539.11,41
1606243479,Oncology,AL,297,1253,606260.11,32
1812238383,Emergency Medicine,UT,358,1146,168209.85,18
1210548322,Pathology,TN,229,1165,159765.55,9
1802279710,Oncology,CO,268,537,257125.71,17
1222876485,Urology,AR,179,616,58366.97,43
1151458111,Radiology,AK,362,1521,83224.28,25
1170426712,Otolaryngology,HI,305,770,57627.31,41
1690845542,Psychiatry,TN,251,1233,217460.63,35
1907739373,Cardiology,TX,109,392,49960.8,36
1706607116,Psychiatry,TN,339,1427,90361.35,41
1679645463,Cardiology,NV,157,709,129522.78,39
1218303468,Psychiatry,NM,307,1035,54165.07,17
1669495244,Pediatrics,AK,222,929,110033.94,26
1552345128,Radiology,UT,235,700,57925.91,24
1509616605,Nephrology,TN,194,823,82383.27,48
1830645666,Vascular Surgery,NY,103,235,12136.06,33
1970274679,Rheumatology,TX,173,526,199969.58,38
1330800403,Ophthalmology,RI,109,441,105660.93,24
1339260704,Otolaryngology,MS,227,461,61173.76,32
1711899923,Otolaryngology,MT,130,373,39727.63,43
1100825880,Pediatrics,WI,250,711,69490.84,34
1145127909,Anesthesiology,MN,213,946,107595.34,21
1909493138,Neurology,VT,372,1805,769689.0,32
1829789753,Cardiology,KS,304,1488,135105.33,47
1687105229,Pediatrics,DE,280,1416,191858.56,46
1367114411,Oncology,MS,241,1274,369489.32,24
1312155828,Pediatrics,IA,319,680,75129.68,44
1748882598,Physical Medicine,SC,370,1268,174725.42,23
1500326611,Pulmonology,MD,390,1894,369649.31,26
1244835362,Family Medicine,AR,787,2280,320852.61,54
1298125654,Psychiatry,NE,388,1617,83537.37,41
1527515827,Neurology,NJ,391,1580,334837.15,37
1504752715,Endocrinology,PA,179,726,116585.1,50
1366232510,Radiology,MA,383,1751,314784.62,17
1696976715,Oncology,NJ,353,1263,272242.01,42
1113268555,Surgery,DE,113,326,24743.4,48
1967024421,Internal Medicine,RI,716,2051,203265.57,68
1666807042,Family Medicine,IL,799,3735,234168.32,38
1532128407,Cardiology,AK,102,524,48962.0,18
1800478501,Rheumatology,VT,338,1776,357647.21,19
1950843164,Surgery,WV,108,538,97166.72,19
1333782758,Surgery,DE,54,146,25072.45,46
1445097579,Pediatrics,SD,378,1377,75701.68,49
1566840114,Nephrology,MA,296,899,145046.84,23
1418741838,Oral Surgery,AL,268,1118,174869.89,24
1159712073,Oncology,ID,219,696,160946.26,46
1558086339,Ophthalmology,RI,152,635,78976.98,40
1234327630,Oral Surgery,OR,379,1979,389565.25,17
1796896016,Neurosurgery,MS,152,588,106958.38,20
1608801224,Rheumatology,MS,225,944,142517.9,41
1539203518,Orthopedics,ND,320,1280,251808.78,24
1913569521,Physical Medicine,TN,248,1233,62894.26,30
1954057129,Surgery,NY,115,278,20712.4,29
1177892030,Rheumatology,IL,346,1491,388423.38,40
1204081162,Cardiology,AR,354,1315,104499.62,25
1178677986,Urology,MN,131,365,22967.31,26
1148306040,Pediatrics,VT,270,1327,214485.17,19
1734351958,Radiology,ND,347,928,110379.36,11
1420264957,Family Medicine,ID,714,2162,431202.19,47
1581631141,Surgery,OK,50,236,29265.73,16
1576667771,Family Medicine,OH,512,2575,427887.83,50
1170532937,Oral Surgery,AL,340,1172,71998.83,19
1944420203,Urology,SD,117,634,97134.62,37
1196452534,Urology,VT,222,1190,89212.88,49
1736825007,Anesthesiology,CO,237,765,60349.21,13
1139770754,Endocrinology,CA,385,1840,232451.84,37
1471854753,Gastroenterology,WV,140,637,109031.52,35
1996754612,Otolaryngology,KY,238,1074,153445.8,38
1367228959,Endocrinology,TX,159,830,47337.93,46
1981819236,Urology,AL,125,374,51677.39,15
1869684435,Surgery,MA,129,310,28347.55,16
1917267323,Emergency Medicine,RI,772,3674,484562.96,26
1187440056,Plastic Surgery,OH,112,490,67759.63,40
1925648885,Psychiatry,WY,120,340,35959.08,49
1695586259,Pathology,UT,242,1016,156470.07,5
1808746345,Otolaryngology,OH,376,768,83528.69,25
1752921459,Infectious Disease,MI,146,788,84568.54,42
1861598608,Endocrinology,IN,204,923,93575.47,41
1241896216,Radiology,AR,197,811,97533.63,13
1122188902,Oncology,NC,127,592,262937.43,46
1145710799,Oncology,WA,385,1420,694504.16,25
1144051620,Rheumatology,VA,160,655,239269.39,49
1876192710,Vascular Surgery,VT,244,1227,75864.32,27
1830949166,Neurosurgery,GA,149,495,31896.45,49
1396005983,Gastroenterology,MI,387,837,62315.83,40
1358738308,Psychiatry,TX,161,384,56996.99,17
1417042260,Otolaryngology,UT,181,454,44052.04,45
1828126405,Cardiology,NM,344,1834,191659.91,32
1418113064,Urology,WA,129,647,98236.87,23
1787809411,Cardiothoracic Surgery,IL,70,248,14763.07,39
1900901714,Neurology,SC,393,1252,294668.59,32
1552286408,Cardiothoracic Surgery,NY,149,818,57129.59,41
1293060906,Emergency Medicine,MA,659,3068,326401.57,15
1490092645,Emergency Medicine,AL,370,1710,104396.98,49
1423418414,Cardiology,FL,291,1077,143594.9,43
1106375515,Radiology,MO,364,1239,123400.21,6
1522378602,Emergency Medicine,AZ,502,1699,195547.95,15
1498320183,Dermatology,FL,371,1893,179672.4,42
1385595879,Vascular Surgery,AL,379,1537,79374.29,28
1729901694,Dermatology,PA,160,873,78552.0,30
1786222540,Cardiology,GA,286,707,99861.28,36
1269736666,Infectious Disease,IL,335,1557,210605.35,38
1348319133,Neurosurgery,DE,197,841,65598.79,40
1144732112,Dermatology,SC,373,1307,134121.92,44
1474539267,Oral Surgery,NY,251,1083,96027.92,32
1776633973,Pulmonology,FL,122,380,61588.5,33
1844624702,Surgery,MI,107,406,27873.26,16
1777124900,Gastroenterology,DE,380,1551,158479.81,37
1668430894,Radiology,ME,244,1138,124861.97,17
1268470372,Neurosurgery,HI,144,363,45011.46,46
1156192055,Obstetrics and Gynecology,VT,308,1025,87340.31,41
1210111071,Plastic Surgery,NE,171,527,59792.67,43
1111258189,Surgery,NH,89,414,76701.63,40
1117217918,Pediatrics,IL,280,1343,79818.75,47
1492093935,Cardiology,CA,291,1554,236416.68,19
1573755379,Emergency Medicine,UT,671,2832,179902.57,46
1968617742,Orthopedics,MA,316,691,89127.87,18
1500956334,Pediatrics,ID,230,703,57208.96,35
1430273044,Otolaryngology,OR,235,516,54854.12,31
1885896253,Family Medicine,MS,409,956,164190.68,74
1602015372,Pulmonology,AR,263,1191,81543.29,20
1914402326,Nephrology,ND,394,1520,175117.81,34
1871488705,Pathology,PA,209,732,79240.09,8
1694561966,Emergency Medicine,IL,751,2349,331422.72,31
1773452238,Rheumatology,OK,335,1134,549078.21,38
1837300692,Otolaryngology,AR,195,1052,209424.84,45
1609004951,Plastic Surgery,WA,145,565,48959.57,15
1965125276,Nephrology,CT,388,1028,55337.26,38
1564379001,Urology,KS,211,562,97005.11,45
1328386419,Plastic Surgery,UT,168,459,91682.37,40
1410414273,Internal Medicine,AZ,395,1990,374585.47,50
1357776491,Physical Medicine,HI,302,1592,293509.76,44
1503793562,Endocrinology,PA,195,566,65596.24,30
1767813146,Oral Surgery,VA,181,503,65509.52,36
1799763520,Pediatrics,AZ,169,478,36975.28,21
1369898092,Infectious Disease,AL,133,463,36269.03,26
1654336068,Internal Medicine,ME,370,1015,95956.44,72
1175808441,Endocrinology,PA,368,928,131048.62,45
1455837418,Vascular Surgery,MA,143,450,40639.21,36
1236190970,Cardiothoracic Surgery,MO,64,332,38639.77,42
1710308420,Infectious Disease,RI,135,365,70777.06,22
1131626483,Cardiology,VA,301,1432,283109.55,28
1823094929,Pediatrics,ID,321,1757,278846.36,24
1237740657,Urology,NH,339,1231,99172.81,19
1544708930,Cardiothoracic Surgery,WA,179,796,43832.13,40
1531439223,Oral Surgery,MD,344,722,123027.54,15
1322624660,Gastroenterology,MS,126,356,60390.26,36
1759666896,Obstetrics and Gynecology,HI,357,1708,120056.7,33
1191068710,Family Medicine,AZ,627,2291,357874.63,76
1157601686,Pediatrics,NY,238,491,72275.48,42
1608140620,Plastic Surgery,WI,287,1082,123568.88,41
1247875836,Anesthesiology,OR,101,499,57113.04,10
1114810549,Vascular Surgery,AZ,225,1006,79108.36,47
1811203345,Anesthesiology,SD,306,1557,263630.51,18
1882681026,Neurology,ME,393,1401,364640.3,46
1793303150,Pulmonology,IN,153,585,48343.46,46
1903761910,Pulmonology,OH,242,1197,167249.07,19
1376689804,Endocrinology,VA,359,1254,173543.06,35
1973883682,Obstetrics and Gynecology,AL,244,998,169725.22,28
1253461814,Vascular Surgery,NE,323,981,67820.3,29
1734020498,Internal Medicine,MO,351,862,63393.44,65
1728916168,Infectious Disease,OH,138,595,110987.98,36
1761336752,Surgery,OK,136,380,19928.17,19
1295906878,Rheumatology,NH,323,1484,735616.7,25
1247608004,Oral Surgery,IL,371,1655,158264.12,46
1422306387,Psychiatry,SD,182,581,91373.79,47
1847413740,Urology,CA,362,1705,219865.42,23
1320148797,Otolaryngology,ND,379,1618,94930.14,49
1411517311,Neurology,MO,367,797,314125.56,27
1849372868,Family Medicine,KY,594,2523,277838.08,59
1902722296,Pulmonology,RI,374,2020,394466.98,40
1126308198,Physical Medicine,UT,266,1011,154687.83,32
1709207836,Physical Medicine,MO,198,1008,132286.39,15
1766681449,Neurosurgery,NH,89,240,40943.46,18
1683045299,Dermatology,OR,172,595,86460.93,23
1107955368,Orthopedics,NE,265,860,84106.61,43
1834851529,Oncology,NE,242,763,292174.36,48
1527990502,Obstetrics and Gynecology,MA,283,1446,148662.91,26
1373552584,Urology,NV,240,484,27997.21,48
1579329976,Obstetrics and Gynecology,ND,312,1506,268633.38,33
1833680648,Dermatology,MN,136,469,65656.73,35
1214365722,Pediatrics,ID,231,1158,103064.1,47
1732142326,Endocrinology,NM,251,506,86147.17,27
1316456600,Oncology,NE,373,2049,319533.35,29
1998182240,Obstetrics and Gynecology,NM,121,551,64960.31,30
1538311357,Radiology,AZ,252,1218,109823.62,11
1650501575,Nephrology,NE,131,341,57832.59,36
1885251038,Dermatology,OH,373,1037,256274.1,32
1901771163,Neurology,IN,237,1028,158559.33,42
1785015124,Neurology,RI,343,1401,635777.02,46
1244879413,Vascular Surgery,LA,272,1486,198062.7,22
1325211893,Anesthesiology,MO,238,914,86668.79,6
1598257752,Radiology,MN,293,1356,167901.88,21
1115204964,Pulmonology,MA,355,1505,290466.69,31
1826741310,Cardiology,MI,399,1954,320827.76,17
1250705917,Rheumatology,NV,100,259,94780.26,32
1257989166,Nephrology,AZ,219,1181,121721.11,48
1744743965,Physical Medicine,FL,270,1031,145967.56,16
1603202486,Radiology,MD,178,381,24557.49,19
1814025317,Otolaryngology,NM,246,950,113089.31,38
1222061664,Rheumatology,MD,134,508,151829.14,32
1837376984,Oncology,WA,181,489,159072.23,23
1751088958,Obstetrics and Gynecology,TN,366,1851,285886.41,32
1213839384,Pulmonology,NE,181,517,85288.44,25
1561024904,Cardiology,WV,284,1286,136973.89,32
1277968787,Otolaryngology,NE,346,1046,133315.9,21
1576153570,Radiology,VT,101,337,26039.65,23
1329390375,Rheumatology,TN,144,475,234461.95,48
1957091885,Physical Medicine,CO,339,1319,95544.67,24
1509616187,Vascular Surgery,MS,274,1088,122016.94,50
1737501776,Vascular Surgery,AK,315,1652,140973.39,44
1878390579,Pediatrics,IA,342,826,118697.08,16
1262676582,Cardiothoracic Surgery,HI,108,394,68606.7,18
1138559748,Infectious Disease,WI,319,991,90091.72,49
1773974194,Nephrology,NH,128,556,73852.58,44
1579563332,Pulmonology,MA,232,521,87871.47,41
1633004989,Obstetrics and Gynecology,MA,203,827,50950.72,49
1680665526,Endocrinology,UT,120,594,96431.17,44
1652105521,Neurology,MN,398,886,286124.29,18
1698961481,Pulmonology,MD,289,1093,154417.59,39
1280010955,Pathology,OK,207,780,103407.8,19
1541334646,Radiology,ND,111,556,107821.03,20
1527986710,Neurology,GA,221,901,349984.95,26
1222960934,Oral Surgery,SD,114,480,48029.25,20
1687532232,Cardiothoracic Surgery,OH,75,190,25661.56,49
1661561333,Nephrology,MO,150,568,39801.05,16
1796703831,Vascular Surgery,NY,103,536,57997.13,17
1227154328,Dermatology,NJ,400,984,159189.65,24
1732949009,Gastroenterology,GA,298,1173,215855.27,29
1395172655,Cardiothoracic Surgery,VA,180,777,137863.58,34
1752268031,Cardiothoracic Surgery,NJ,61,173,16854.94,41
1627024480,Obstetrics and Gynecology,NJ,361,1498,268648.07,29
1305094266,Obstetrics and Gynecology,MN,328,671,82550.28,30
1894284492,Orthopedics,WY,187,923,137277.81,28
1207535290,Obstetrics and Gynecology,MI,274,1154,175640.92,35
1572423094,Rheumatology,AZ,283,691,126290.58,45
1763429973,Endocrinology,UT,213,811,127032.0,32
1382831675,Dermatology,MD,288,1565,268173.92,21
1181980092,Surgery,CA,128,653,125797.89,21
1908036622,Pediatrics,IA,265,1319,105213.75,49
1576708717,Orthopedics,MA,301,1464,243707.18,19
1898493028,Dermatology,PA,324,1644,257379.42,43
1677379805,Dermatology,GA,218,923,121313.62,32
1483498167,Ophthalmology,NC,249,727,178824.22,33
1126564074,Oral Surgery,WI,218,1061,120411.58,42
1420150230,Vascular Surgery,AK,133,467,89031.1,35
1615144640,Radiology,WI,355,1338,108708.34,8
1481250537,Pulmonology,NY,287,1029,192988.41,24
1811403766,Otolaryngology,IA,153,578,112282.16,28
1863076502,Dermatology,FL,389,1907,260005.23,38
1857225039,Rheumatology,MD,183,1003,230057.14,26
1422214785,Neurology,MO,290,650,176433.28,31
1677183654,Emergency Medicine,PA,521,2495,133719.27,44
1322590927,Surgery,ME,148,734,114762.99,39
1289715127,Family Medicine,DE,476,2189,297365.33,64
1404336489,Nephrology,CO,349,1025,194528.28,22
1556012552,Neurology,NH,101,321,154692.02,25
1182594982,Oncology,TX,148,505,173282.66,33
1206173603,Emergency Medicine,WI,453,2234,335428.29,39
1850599733,Cardiothoracic Surgery,AR,115,558,44924.22,46
1970655711,Otolaryngology,ME,113,517,35812.19,23
1675541228,Pathology,ME,223,1203,199213.89,5
1971779315,Pediatrics,NV,278,1499,243385.42,39
1859221556,Vascular Surgery,ID,159,628,49166.84,39
1585782154,Otolaryngology,DE,293,1601,179439.18,19
1101605955,Pediatrics,MA,301,1566,143575.15,17
1244340189,Plastic Surgery,FL,168,735,144668.03,32
1758975281,Pulmonology,OH,120,270,53536.99,43
1554597289,Gastroenterology,IA,315,1168,166532.91,16
1200703392,Urology,NH,136,427,62064.32,32
1974296933,Pathology,DE,240,726,103467.49,11
1363403074,Physical Medicine,MN,132,475,84416.97,38
1566305670,Cardiothoracic Surgery,MD,85,428,45596.6,18
1218158489,Gastroenterology,MO,226,839,58089.09,28
1171387054,Pulmonology,PA,282,1289,188744.25,36
1482268223,Pulmonology,WI,180,762,93646.1,43
1503328665,Neurosurgery,KY,73,222,12597.87,28
1951276269,Oral Surgery,OK,265,532,40876.27,36
1468588798,Neurology,WA,206,1011,428288.29,32
1936968387,Surgery,UT,115,582,63961.53,24
1293883347,Gastroenterology,OH,217,868,82549.85,30
1350638350,Neurology,KY,284,842,341789.08,20
1501355420,Rheumatology,NM,249,1003,219948.44,37
1199637865,Orthopedics,KY,334,1282,153818.86,35
1329411667,Neurology,FL,104,313,110835.49,33
1361842917,Otolaryngology,NY,322,1122,142578.06,18
1849863778,Oncology,MS,357,778,143904.21,49
1615850547,Emergency Medicine,CO,459,1249,78245.05,20
1169710448,Internal Medicine,IA,521,1919,214703.32,70
1211545348,Plastic Surgery,AL,348,1668,102819.58,44
1204494207,Dermatology,SC,307,1291,173528.73,34
1238377312,Obstetrics and Gynecology,WI,332,1638,181788.39,50
1799755207,Vascular Surgery,AL,173,868,150420.25,27
1362412963,Oral Surgery,WA,136,449,40181.77,27
1113139785,Pathology,AZ,127,336,19533.18,21
1563574299,Neurosurgery,MI,135,699,36928.19,35
1992217608,Pediatrics,HI,247,1134,73001.98,24
1129322278,Pathology,NE,345,734,71385.58,13
1443338079,Family Medicine,PA,589,1470,94546.39,55
1555712014,Cardiothoracic Surgery,KS,102,507,64843.28,23
1245688986,Neurosurgery,FL,121,257,51061.29,29
1730400488,Pediatrics,ID,190,411,43840.18,16
1202655932,Rheumatology,WV,123,612,116191.34,28
1374905803,Gastroenterology,MD,207,576,37528.88,29
1789065600,Psychiatry,MS,192,731,141304.88,22
1955350334,Radiology,HI,224,1022,90063.18,18
1829365886,Surgery,MI,82,226,17594.23,40
1420405665,Physical Medicine,MD,326,1140,57850.99,31
1726689236,Oncology,NV,319,853,179858.18,18
1883490622,Plastic Surgery,PA,282,808,131342.93,45
1771198563,Cardiothoracic Surgery,KS,120,517,68513.86,38
1290424826,Endocrinology,NM,218,707,123884.7,20
1459282971,Infectious Disease,ID,296,1609,178023.99,36
1704216585,Neurosurgery,CA,118,437,80663.13,25
1496996648,Plastic Surgery,KS,361,798,149559.85,41
1422279646,Orthopedics,LA,342,1620,170782.16,30
1534135058,Neurosurgery,PA,144,368,66874.26,32
1921073156,Pathology,NV,262,1135,114305.37,22
1723371785,Infectious Disease,VT,308,753,109236.62,50
1464088549,Family Medicine,KS,378,1139,206858.87,75
1910651684,Pathology,NY,177,538,54237.51,7
1268206196,Nephrology,NJ,314,1673,270594.37,50
1341168373,Obstetrics and Gynecology,LA,208,1100,102292.17,50
1452749546,Oncology,WV,319,913,321570.38,41
1942664268,Orthopedics,MT,375,943,127140.93,30
1761329522,Endocrinology,WI,379,1802,110957.42,21
1480624969,Neurosurgery,IA,178,407,44382.42,47
1804137005,Radiology,VT,336,775,67213.01,20
1965868694,Radiology,NM,166,552,66642.71,10
1932166594,Vascular Surgery,WY,102,540,49183.44,42
1974582300,Urology,OK,109,430,30526.0,32
1716156905,Radiology,DE,167,906,178352.32,17
1941549820,Radiology,PA,252,1194,138866.06,10
1447156546,Nephrology,LA,173,799,158780.68,25
1517256515,Vascular Surgery,VT,251,804,89098.41,27
1741934318,Orthopedics,NJ,171,789,108694.14,34
1112184992,Radiology,MT,393,1146,202810.01,7
1817012115,Orthopedics,ID,311,1386,148981.36,33
1708980151,Otolaryngology,CO,309,1106,166823.77,41
1832214650,Cardiothoracic Surgery,OK,107,295,24514.81,22
1135284751,Orthopedics,MO,155,402,67451.61,16
1221964801,Pathology,WY,226,901,81825.49,23
1136386265,Physical Medicine,WI,141,378,32033.07,32
1331331418,Urology,TX,314,1543,229164.38,28
1836212307,Internal Medicine,OH,706,1660,94352.03,66
1685721107,Plastic Surgery,VT,235,542,32146.81,19
1566176139,Urology,RI,210,447,88996.06,49
1197861794,Orthopedics,MT,105,568,77674.73,20
1928562611,Cardiology,AR,259,1112,209506.51,17
1261621906,Oncology,OK,313,1560,739502.97,40
1684428271,Dermatology,WV,137,694,126570.12,30
1413509067,Pediatrics,DE,202,586,107998.51,36
1424660244,Gastroenterology,KY,179,982,79963.75,27
1180194702,Ophthalmology,AR,344,1368,265557.49,46
1999079920,Oral Surgery,PA,151,410,53928.03,18
1185724841,Obstetrics and Gynecology,NM,150,748,136557.84,46
1224560633,Radiology,FL,150,606,58427.83,5
1245340361,Surgery,NJ,51,130,24690.62,50
1962219256,Nephrology,CO,248,575,40179.85,49
1593251831,Neurosurgery,SD,126,391,72841.67,19
1929580506,Oral Surgery,RI,209,1127,136891.65,47
1495676434,Urology,MO,250,1252,97816.69,19
1356454768,Gastroenterology,CO,119,620,77436.48,22
1806115507,Pathology,DE,395,2170,163613.42,25
1262942208,Orthopedics,MN,245,1242,76283.98,30
1188477579,Oral Surgery,MI,211,666,74355.37,42
1810698553,Psychiatry,MO,134,458,40299.71,37
1461996126,Psychiatry,MA,189,879,109459.42,34
1180586243,Cardiology,FL,286,855,135175.15,19
1859765442,Otolaryngology,PA,377,1542,219021.46,48
1664478772,Oral Surgery,MN,318,1070,98813.41,29
1162657456,Cardiology,MS,154,626,90331.93,36
1564592940,Otolaryngology,MN,305,832,87034.9,47
1418089247,Cardiothoracic Surgery,GA,97,346,54896.93,44
1267570624,Pathology,MT,168,783,81622.89,16
1127799533,Internal Medicine,MO,747,1514,80822.32,32
1189123910,Surgery,TN,120,286,23844.49,39
1646796602,Nephrology,NE,192,559,93977.96,47
1577900702,Physical Medicine,CT,102,205,29873.77,41
1539351615,Gastroenterology,RI,130,565,112006.35,21
1621689789,Pediatrics,OH,172,348,38679.01,27
1638483880,Family Medicine,DE,362,1168,197288.68,40
1250331365,Emergency Medicine,GA,582,1465,111703.88,24
1404844433,Cardiology,OH,242,882,158715.22,48
1306807793,Anesthesiology,RI,252,532,48378.98,6
1879847825,Physical Medicine,OK,237,849,144652.68,29
1500533304,Cardiothoracic Surgery,CT,79,416,42454.63,16
1986956564,Neurosurgery,WY,130,348,67886.91,43
1256357107,Psychiatry,WY,371,1510,284680.85,15
1949915680,Oral Surgery,NV,248,598,92708.74,38
1625462480,Gastroenterology,AZ,337,1292,70261.02,49
1118461505,Neurosurgery,CA,56,287,18755.16,33
1864820968,Obstetrics and Gynecology,KS,254,576,57563.97,23
1944651846,Physical Medicine,NC,148,777,69460.34,45
1696646310,Ophthalmology,NJ,247,1127,210633.34,50
1139097790,Psychiatry,CO,361,1573,297219.54,29
1124237378,Pathology,IA,276,1032,192890.1,25
1862752355,Cardiology,UT,216,783,107879.72,22
1816866969,Pediatrics,CT,213,1040,148808.15,43
1369059310,Oral Surgery,KS,306,1250,65076.4,36
1693295614,Obstetrics and Gynecology,MN,352,1670,231885.3,34
1849335149,Physical Medicine,AK,378,1760,137255.13,15
1995624778,Ophthalmology,RI,320,1274,112497.54,34
1485780517,Cardiothoracic Surgery,GA,183,755,99269.88,15
1505082191,Neurology,WA,124,416,123607.13,30
1350749016,Otolaryngology,WI,239,788,145032.96,20
1528501576,Obstetrics and Gynecology,GA,327,1128,213154.24,41
1812838024,Gastroenterology,CA,253,1026,136227.72,23
1484092859,Emergency Medicine,SD,310,1175,93022.04,40
1761387608,Endocrinology,HI,303,919,87483.38,46
1293649379,Obstetrics and Gynecology,AL,372,1111,86244.55,24
1369006948,Psychiatry,IN,254,963,158913.16,32
1185917077,Otolaryngology,VA,164,504,79643.06,36
1364785282,Neurosurgery,MT,77,242,24370.73,44
1402568230,Neurosurgery,PA,57,190,33271.75,39
1116048474,Psychiatry,LA,184,605,35825.15,28
1337966137,Rheumatology,GA,273,1191,300001.98,26
1338629623,Neurosurgery,CO,132,559,105228.05,23
1664101797,Pathology,IA,123,366,68349.5,9
1749722111,Ophthalmology,MT,194,1002,197721.61,20
1575261602,Psychiatry,CT,348,1055,77591.18,23
1990368516,Pediatrics,AK,254,585,69966.94,26
1228015227,Anesthesiology,UT,223,906,167589.22,17
1748672787,Radiology,NM,102,345,68285.98,16
1906943035,Dermatology,IN,162,799,143566.56,47
1148487695,Surgery,OH,141,285,20714.82,41
1202241338,Rheumatology,PA,124,294,68730.1,30
1327253619,Anesthesiology,SC,215,798,98219.46,24
1166350990,Cardiology,AR,111,293,40218.67,36
1562017056,Orthopedics,MO,174,460,46495.33,32
1851634174,Urology,CA,363,1666,171738.95,34
1102638572,Family Medicine,NH,596,3272,562078.29,39
1343636854,Cardiology,ME,276,1254,246551.95,23
1897682626,Emergency Medicine,CO,792,2651,382085.16,44
1939494253,Gastroenterology,WY,138,413,43995.51,43
1888037262,Surgery,KS,163,333,53617.5,33
1912754910,Anesthesiology,IL,153,798,120108.58,20
1559462927,Ophthalmology,VA,319,1017,140938.04,45
1795894883,Cardiothoracic Surgery,WI,157,350,18891.39,25
1694610649,Neurology,VT,264,968,163815.05,19
1955937129,Family Medicine,SC,330,840,72984.22,73
1222274698,Pathology,NM,380,1664,193473.04,17
1775597843,Vascular Surgery,NM,318,863,75004.34,24
1313054541,Rheumatology,NY,163,633,224728.17,19
